"Height"	"Income"
"Short"	47201
"Short"	55714
"Short"	53982
"Short"	42151
"Short"	62005
"Short"	47463
"Short"	42796
"Short"	59310
"Short"	53986
"Short"	48394
"Short"	55728
"Short"	52978
"Short"	50848
"Short"	44488
"Short"	45066
"Short"	44568
"Short"	48520
"Short"	52766
"Short"	41679
"Short"	45052
"Short"	51799
"Short"	54773
"Short"	42877
"Short"	46783
"Short"	56004
"Short"	53696
"Short"	34625
"Short"	65047
"Short"	43282
"Short"	55901
"Short"	46094
"Short"	41080
"Short"	64644
"Short"	44771
"Short"	65398
"Short"	35936
"Short"	52042
"Short"	69099
"Short"	50464
"Short"	51620
"Short"	59421
"Short"	54238
"Short"	42885
"Short"	52345
"Short"	53282
"Short"	45754
"Short"	33205
"Short"	54995
"Short"	57401
"Short"	47689
"Short"	66791
"Short"	57778
"Short"	51494
"Short"	69564
"Short"	54273
"Short"	49543
"Short"	62498
"Short"	40916
"Short"	70515
"Short"	52720
"Short"	54089
"Short"	45036
"Short"	59294
"Short"	60135
"Short"	44945
"Short"	51284
"Short"	39279
"Short"	41248
"Short"	41553
"Short"	60285
"Short"	37698
"Short"	58972
"Short"	43638
"Short"	41650
"Short"	48386
"Short"	56530
"Short"	35925
"Short"	42823
"Short"	65471
"Short"	45228
"Short"	51906
"Short"	47679
"Short"	48191
"Short"	42531
"Short"	59590
"Short"	32136
"Short"	44994
"Short"	58152
"Short"	46073
"Short"	54868
"Short"	42873
"Short"	47869
"Short"	46320
"Short"	34041
"Short"	53020
"Short"	45898
"Short"	50850
"Short"	33588
"Short"	45446
"Short"	53970
"Short"	60279
"Short"	48202
"Short"	42959
"Short"	41174
"Short"	39649
"Short"	41169
"Short"	49184
"Short"	41466
"Short"	50770
"Short"	56308
"Short"	46091
"Short"	41639
"Short"	42646
"Short"	70637
"Short"	52557
"Short"	43419
"Short"	52820
"Short"	50250
"Short"	44305
"Short"	54316
"Short"	41390
"Short"	42455
"Short"	43094
"Short"	56070
"Short"	51649
"Short"	51727
"Short"	31863
"Short"	61010
"Short"	46359
"Short"	48033
"Short"	49303
"Short"	49146
"Short"	40902
"Short"	52003
"Short"	56781
"Short"	47598
"Short"	51584
"Short"	53111
"Short"	39955
"Short"	53473
"Short"	49304
"Short"	41875
"Short"	68717
"Short"	63040
"Short"	58367
"Short"	56251
"Short"	48233
"Short"	38853
"Short"	58581
"Short"	47018
"Short"	55819
"Short"	43607
"Short"	47615
"Short"	72462
"Short"	39113
"Short"	45443
"Short"	44968
"Short"	51491
"Short"	53310
"Short"	43622
"Short"	47823
"Short"	56908
"Short"	44417
"Short"	43497
"Short"	63999
"Short"	39648
"Short"	43345
"Short"	65815
"Short"	43259
"Short"	46831
"Short"	52142
"Short"	37270
"Short"	48748
"Short"	40672
"Short"	56467
"Short"	55497
"Short"	56252
"Short"	48606
"Short"	46492
"Short"	59590
"Short"	33631
"Short"	28369
"Short"	50193
"Short"	50255
"Short"	51225
"Short"	50376
"Short"	50945
"Short"	48128
"Short"	47233
"Short"	44232
"Short"	40641
"Short"	47664
"Short"	39997
"Short"	63154
"Short"	53228
"Short"	41684
"Short"	44067
"Short"	42890
"Short"	49631
"Short"	58496
"Short"	37705
"Short"	31044
"Short"	55927
"Short"	54014
"Short"	39171
"Short"	50396
"Short"	51888
"Short"	55321
"Short"	52636
"Short"	54599
"Short"	48980
"Short"	45665
"Short"	44024
"Short"	69668
"Short"	61813
"Short"	34282
"Short"	37398
"Short"	60473
"Short"	49549
"Short"	53935
"Short"	52900
"Short"	63231
"Short"	58122
"Short"	63561
"Short"	38989
"Short"	53264
"Short"	53294
"Short"	44163
"Short"	35829
"Short"	63599
"Short"	58057
"Short"	48971
"Short"	52740
"Short"	43381
"Short"	39587
"Short"	47690
"Short"	46937
"Short"	56672
"Short"	51100
"Short"	39541
"Short"	55804
"Short"	68218
"Short"	59630
"Short"	51244
"Short"	48659
"Short"	65332
"Short"	52559
"Short"	45208
"Short"	40609
"Short"	56743
"Short"	47815
"Short"	40497
"Short"	41121
"Short"	56383
"Short"	46534
"Short"	51938
"Short"	37726
"Short"	37748
"Short"	53139
"Short"	45415
"Short"	55842
"Short"	57615
"Short"	62115
"Short"	42610
"Short"	48361
"Short"	55292
"Short"	40435
"Short"	64140
"Short"	49424
"Short"	45407
"Short"	44422
"Short"	51057
"Short"	23439
"Short"	55459
"Short"	47400
"Short"	56589
"Short"	44804
"Short"	42710
"Short"	49991
"Short"	43504
"Short"	57161
"Short"	46716
"Short"	59206
"Short"	47895
"Short"	51154
"Short"	50727
"Short"	45142
"Short"	37911
"Short"	49693
"Short"	57896
"Short"	42083
"Short"	51461
"Short"	46882
"Short"	52543
"Short"	37121
"Short"	61822
"Short"	56810
"Short"	37962
"Short"	40746
"Short"	45151
"Short"	55131
"Short"	32272
"Short"	46925
"Short"	42113
"Short"	24447
"Short"	40060
"Short"	46252
"Short"	53070
"Short"	43438
"Short"	40888
"Short"	53913
"Short"	55175
"Short"	47740
"Short"	54333
"Short"	46720
"Short"	53395
"Short"	49670
"Short"	60562
"Short"	63828
"Short"	49254
"Short"	48084
"Short"	54980
"Short"	36885
"Short"	35952
"Short"	46789
"Short"	55297
"Short"	41237
"Short"	70459
"Short"	62778
"Short"	53856
"Short"	43907
"Short"	52868
"Short"	55584
"Short"	30651
"Short"	50433
"Short"	32638
"Short"	57116
"Short"	47595
"Short"	59021
"Short"	54695
"Short"	49960
"Short"	54759
"Short"	52873
"Short"	40537
"Short"	59767
"Short"	45975
"Short"	43147
"Short"	47842
"Short"	51776
"Short"	60968
"Short"	59607
"Short"	44970
"Short"	39202
"Short"	36428
"Short"	47533
"Short"	45340
"Short"	53270
"Short"	45470
"Short"	54110
"Short"	43209
"Short"	68765
"Short"	55878
"Short"	45558
"Short"	53682
"Short"	36755
"Short"	57199
"Short"	45310
"Short"	40582
"Short"	59628
"Short"	51287
"Short"	54725
"Short"	48839
"Short"	46978
"Short"	46433
"Short"	49117
"Short"	56704
"Short"	48766
"Short"	65920
"Short"	55563
"Short"	34619
"Short"	53547
"Short"	38964
"Short"	51606
"Short"	52837
"Short"	65513
"Short"	54405
"Short"	46464
"Short"	50130
"Short"	51742
"Short"	45210
"Short"	56959
"Short"	37204
"Short"	48636
"Short"	41341
"Short"	57026
"Short"	36757
"Short"	64422
"Short"	45599
"Short"	43106
"Short"	42470
"Short"	45408
"Short"	62931
"Short"	45070
"Short"	45911
"Short"	50129
"Short"	48353
"Short"	34898
"Short"	29359
"Short"	58311
"Short"	45597
"Short"	66457
"Short"	50224
"Short"	31423
"Short"	57878
"Short"	54027
"Short"	44250
"Short"	51676
"Short"	52533
"Short"	46225
"Short"	50669
"Short"	49474
"Short"	35745
"Short"	50868
"Short"	38322
"Short"	63821
"Short"	60633
"Short"	44026
"Short"	52580
"Short"	55256
"Short"	54154
"Short"	45231
"Short"	69474
"Short"	60123
"Short"	50494
"Short"	43387
"Short"	46462
"Short"	41024
"Short"	40949
"Short"	43880
"Short"	54067
"Short"	41156
"Short"	61624
"Short"	50534
"Short"	47973
"Short"	49307
"Short"	47066
"Short"	51449
"Short"	50455
"Short"	44071
"Short"	52052
"Short"	38346
"Short"	55773
"Short"	41069
"Short"	55923
"Short"	57116
"Short"	36980
"Short"	43281
"Short"	54907
"Short"	54644
"Short"	43283
"Short"	52876
"Short"	34343
"Short"	51470
"Short"	50966
"Short"	41703
"Short"	43481
"Short"	65272
"Short"	47915
"Short"	43441
"Short"	48275
"Short"	51021
"Short"	38083
"Short"	59652
"Short"	48140
"Short"	49569
"Short"	51808
"Short"	45958
"Short"	42692
"Short"	63878
"Short"	48783
"Short"	57690
"Short"	50972
"Short"	50250
"Short"	44664
"Short"	42079
"Short"	56908
"Short"	51941
"Short"	47996
"Short"	36352
"Short"	55718
"Short"	51640
"Short"	45969
"Short"	50093
"Short"	56055
"Short"	54435
"Short"	58389
"Short"	46762
"Short"	42900
"Short"	49600
"Short"	43611
"Short"	43579
"Short"	37913
"Short"	52425
"Short"	60599
"Short"	50420
"Short"	53695
"Short"	45195
"Short"	60695
"Short"	42220
"Short"	56741
"Short"	69784
"Short"	36310
"Short"	45935
"Short"	58110
"Short"	46514
"Short"	48235
"Short"	67803
"Short"	40273
"Short"	47859
"Short"	43999
"Short"	41212
"Short"	46975
"Short"	35348
"Short"	50701
"Short"	45947
"Short"	49149
"Short"	52559
"Short"	52872
"Short"	52889
"Short"	48363
"Short"	46255
"Short"	43661
"Short"	33379
"Short"	44994
"Short"	37735
"Short"	60363
"Short"	53537
"Short"	55104
"Short"	56777
"Short"	57120
"Short"	44473
"Short"	51524
"Short"	43574
"Short"	39801
"Short"	44459
"Short"	57904
"Short"	60970
"Short"	47602
"Short"	37975
"Short"	50449
"Short"	41287
"Short"	55411
"Short"	55675
"Short"	45369
"Short"	47717
"Short"	41867
"Short"	47910
"Short"	46377
"Short"	38446
"Short"	65501
"Short"	54533
"Short"	64643
"Short"	57686
"Short"	48589
"Short"	53812
"Short"	58660
"Short"	39703
"Short"	48140
"Short"	59049
"Short"	55575
"Short"	43033
"Short"	58095
"Short"	62526
"Short"	45709
"Short"	51011
"Short"	45609
"Short"	59393
"Short"	41565
"Short"	55065
"Short"	48933
"Short"	54694
"Short"	46656
"Short"	37306
"Short"	55167
"Short"	46221
"Short"	37338
"Short"	43206
"Short"	50793
"Short"	48985
"Short"	48353
"Short"	52627
"Short"	52508
"Short"	54043
"Short"	44545
"Short"	38921
"Short"	53975
"Short"	44474
"Short"	46859
"Short"	34153
"Short"	44287
"Short"	63987
"Short"	54513
"Short"	67943
"Short"	54120
"Short"	53808
"Short"	52409
"Short"	44127
"Short"	43266
"Short"	49300
"Short"	44445
"Short"	54762
"Short"	59388
"Short"	48084
"Short"	41334
"Short"	47582
"Short"	51295
"Short"	48589
"Short"	61217
"Short"	45822
"Short"	59519
"Short"	65519
"Short"	46240
"Short"	50199
"Short"	52520
"Short"	49178
"Short"	69034
"Short"	46133
"Short"	60816
"Short"	54938
"Short"	50783
"Short"	37466
"Short"	48285
"Short"	42066
"Short"	50429
"Short"	60854
"Short"	44304
"Short"	53311
"Short"	53021
"Short"	52564
"Short"	37501
"Short"	45881
"Short"	44921
"Short"	49529
"Short"	39961
"Short"	33700
"Short"	49845
"Short"	54067
"Short"	45825
"Short"	48503
"Short"	56546
"Short"	48992
"Short"	27582
"Short"	63732
"Short"	31617
"Short"	36721
"Short"	49056
"Short"	51473
"Short"	50764
"Short"	49603
"Short"	59379
"Short"	52521
"Short"	34460
"Short"	42752
"Short"	59353
"Short"	51784
"Short"	52958
"Short"	38066
"Short"	57883
"Short"	48922
"Short"	58431
"Short"	54559
"Short"	49724
"Short"	43744
"Short"	54542
"Short"	63768
"Short"	30753
"Short"	46892
"Short"	40769
"Short"	35579
"Short"	53177
"Short"	53867
"Short"	45563
"Short"	49825
"Short"	49375
"Short"	45042
"Short"	39466
"Short"	58361
"Short"	50133
"Short"	69780
"Short"	31805
"Short"	59176
"Short"	44308
"Short"	56545
"Short"	49910
"Short"	61815
"Short"	43193
"Short"	55279
"Short"	50403
"Short"	45744
"Short"	40502
"Short"	47894
"Short"	49535
"Short"	29157
"Short"	53821
"Short"	58486
"Short"	52916
"Short"	53509
"Short"	37011
"Short"	49388
"Short"	61757
"Short"	37825
"Short"	43449
"Short"	64058
"Short"	39994
"Short"	42462
"Short"	32378
"Short"	55790
"Short"	41775
"Short"	40945
"Short"	44257
"Short"	55558
"Short"	35441
"Short"	53077
"Short"	56287
"Short"	49691
"Short"	43014
"Short"	44737
"Short"	51174
"Short"	47134
"Short"	32461
"Short"	44805
"Short"	55148
"Short"	59504
"Short"	50262
"Short"	61843
"Short"	45621
"Short"	49117
"Short"	49928
"Short"	45311
"Short"	48863
"Short"	61348
"Short"	41486
"Short"	53657
"Short"	53186
"Short"	40405
"Short"	32035
"Short"	44251
"Short"	37130
"Short"	44447
"Short"	56834
"Short"	53915
"Short"	51518
"Short"	44579
"Short"	49220
"Short"	53646
"Short"	36688
"Short"	64192
"Short"	45799
"Short"	48224
"Short"	57949
"Short"	55011
"Short"	41823
"Short"	50770
"Short"	51693
"Short"	51379
"Short"	55269
"Short"	64360
"Short"	52663
"Short"	56198
"Short"	39869
"Short"	43558
"Short"	62953
"Short"	63577
"Short"	42341
"Short"	48540
"Short"	55711
"Short"	47224
"Short"	47389
"Short"	53418
"Short"	41039
"Short"	56950
"Short"	38083
"Short"	52727
"Short"	45730
"Short"	61526
"Short"	47106
"Short"	44744
"Short"	40298
"Short"	52558
"Short"	35011
"Short"	60357
"Short"	46928
"Short"	64786
"Short"	44598
"Short"	52134
"Short"	47791
"Short"	38245
"Short"	27676
"Short"	43238
"Short"	49015
"Short"	43699
"Short"	48632
"Short"	36542
"Short"	44616
"Short"	33004
"Short"	57683
"Short"	58394
"Short"	53586
"Short"	48768
"Short"	48800
"Short"	49786
"Short"	49374
"Short"	51936
"Short"	65668
"Short"	48487
"Short"	55333
"Short"	46848
"Short"	45771
"Short"	45504
"Short"	66779
"Short"	53423
"Short"	36590
"Short"	51161
"Short"	43640
"Short"	40839
"Short"	36987
"Short"	47551
"Short"	35483
"Short"	55295
"Short"	53707
"Short"	51232
"Short"	62458
"Short"	50082
"Short"	49215
"Short"	49954
"Short"	55979
"Short"	37982
"Short"	48552
"Short"	44399
"Short"	43070
"Short"	50244
"Short"	46199
"Short"	41513
"Short"	49623
"Short"	53065
"Short"	45137
"Short"	61167
"Short"	34398
"Short"	45851
"Short"	48647
"Short"	54527
"Short"	46980
"Short"	37050
"Short"	62875
"Short"	68997
"Short"	47297
"Short"	47773
"Short"	51961
"Short"	40586
"Short"	53292
"Short"	44252
"Short"	50287
"Short"	48322
"Short"	44293
"Short"	54591
"Short"	56444
"Short"	56259
"Short"	62391
"Short"	62630
"Short"	51059
"Short"	25829
"Short"	37935
"Short"	41935
"Short"	56287
"Short"	48078
"Short"	59794
"Short"	55424
"Short"	53086
"Short"	43662
"Short"	46033
"Short"	41109
"Short"	49131
"Short"	46783
"Short"	48735
"Short"	60013
"Short"	42045
"Short"	39818
"Short"	41614
"Short"	58648
"Short"	58433
"Short"	39880
"Short"	45589
"Short"	45686
"Short"	39931
"Short"	38861
"Short"	44450
"Short"	64076
"Short"	60079
"Short"	49119
"Short"	57041
"Short"	36671
"Short"	42922
"Short"	42862
"Short"	57036
"Short"	49731
"Short"	37898
"Short"	43490
"Short"	64387
"Short"	53123
"Short"	46919
"Short"	57868
"Short"	45112
"Short"	59074
"Short"	68898
"Short"	37094
"Short"	46020
"Short"	52952
"Short"	48718
"Short"	53873
"Short"	53878
"Short"	51175
"Short"	41839
"Short"	43070
"Short"	60051
"Short"	42656
"Short"	56127
"Short"	53155
"Short"	37404
"Short"	64388
"Short"	44065
"Short"	49007
"Short"	54140
"Short"	35818
"Short"	55539
"Short"	49110
"Short"	46161
"Short"	50945
"Short"	61534
"Short"	57945
"Short"	59725
"Short"	50052
"Short"	50148
"Short"	46632
"Short"	59225
"Short"	48357
"Short"	39456
"Short"	54595
"Short"	63427
"Short"	42903
"Short"	46829
"Short"	49598
"Short"	37185
"Short"	54746
"Short"	51517
"Short"	62138
"Short"	59328
"Short"	43517
"Short"	44060
"Short"	48199
"Short"	44523
"Short"	48983
"Short"	60515
"Short"	31978
"Short"	63247
"Short"	48648
"Short"	64261
"Short"	51642
"Short"	33606
"Short"	71582
"Short"	48113
"Short"	49228
"Short"	57459
"Short"	54755
"Short"	56830
"Short"	43129
"Short"	47492
"Short"	65985
"Short"	48186
"Short"	50492
"Short"	49613
"Short"	50196
"Short"	43956
"Short"	43488
"Short"	54538
"Short"	62428
"Short"	35899
"Short"	45300
"Short"	47279
"Short"	30632
"Short"	49113
"Short"	47627
"Short"	41221
"Short"	50150
"Short"	56965
"Short"	48824
"Short"	44198
"Short"	47417
"Short"	64177
"Short"	48409
"Short"	51309
"Short"	40554
"Short"	46625
"Short"	54776
"Short"	57105
"Short"	42142
"Short"	52883
"Short"	36774
"Short"	57139
"Short"	46235
"Short"	36433
"Short"	50257
"Short"	52389
"Short"	51321
"Short"	45362
"Short"	63205
"Short"	57793
"Short"	54127
"Short"	43564
"Short"	53985
"Short"	42992
"Short"	43988
"Short"	33518
"Short"	32365
"Short"	50861
"Short"	51790
"Short"	50684
"Short"	45623
"Short"	52645
"Short"	48689
"Short"	42931
"Short"	44679
"Short"	38270
"Short"	49011
"Short"	41611
"Short"	52586
"Short"	43905
"Short"	61093
"Short"	51684
"Short"	42527
"Short"	55255
"Short"	49150
"Short"	43220
"Short"	62128
"Short"	48189
"Short"	43126
"Short"	43434
"Short"	54498
"Short"	50513
"Short"	44527
"Short"	51419
"Short"	51515
"Short"	54261
"Short"	55957
"Short"	48277
"Short"	47723
"Short"	27029
"Short"	65473
"Short"	56823
"Short"	41546
"Short"	55695
"Short"	47007
"Short"	57697
"Short"	43990
"Short"	50997
"Short"	50945
"Short"	53331
"Short"	32571
"Short"	49147
"Short"	40279
"Short"	44409
"Short"	40382
"Short"	55122
"Short"	53821
"Short"	52002
"Short"	48572
"Short"	57096
"Short"	49202
"Short"	41909
"Short"	60389
"Short"	55475
"Short"	39175
"Short"	52902
"Short"	37783
"Short"	51155
"Short"	48356
"Short"	50494
"Short"	52555
"Short"	54450
"Short"	38655
"Short"	51214
"Short"	47484
"Short"	38173
"Short"	40038
"Short"	52380
"Short"	50686
"Short"	53975
"Short"	45547
"Short"	42636
"Short"	61681
"Short"	56735
"Short"	35833
"Short"	54429
"Short"	53289
"Short"	58896
"Short"	49436
"Short"	62041
"Short"	54694
"Short"	44466
"Short"	47934
"Short"	41691
"Short"	50267
"Short"	37907
"Short"	48364
"Short"	33482
"Short"	57835
"Short"	49799
"Short"	46973
"Short"	49928
"Short"	42652
"Short"	49451
"Short"	49706
"Short"	49375
"Short"	48521
"Short"	55237
"Short"	45921
"Short"	40693
"Short"	44900
"Short"	47826
"Short"	53036
"Short"	42181
"Short"	53792
"Short"	48008
"Short"	53809
"Short"	50647
"Short"	59947
"Short"	52447
"Short"	50536
"Short"	49011
"Short"	48764
"Short"	50084
"Short"	53050
"Short"	52221
"Short"	39611
"Short"	48205
"Short"	53593
"Short"	59796
"Short"	41972
"Short"	53561
"Short"	36126
"Short"	67365
"Short"	45852
"Short"	62725
"Short"	57633
"Short"	42751
"Short"	46894
"Short"	41806
"Short"	35484
"Short"	40563
"Short"	56907
"Short"	55853
"Short"	56858
"Short"	47255
"Short"	67178
"Short"	59350
"Short"	59896
"Short"	35891
"Short"	47090
"Short"	36648
"Short"	63178
"Short"	43726
"Short"	53120
"Short"	44082
"Short"	51693
"Short"	48010
"Short"	49532
"Short"	55636
"Short"	44722
"Short"	47446
"Short"	61440
"Short"	44164
"Short"	50254
"Short"	55455
"Short"	45875
"Short"	50176
"Short"	53994
"Short"	39632
"Short"	59120
"Short"	32833
"Short"	54238
"Short"	60862
"Short"	47214
"Short"	62783
"Short"	57311
"Short"	39657
"Short"	47422
"Short"	57420
"Short"	43258
"Short"	44757
"Short"	48870
"Short"	47010
"Short"	48551
"Short"	68756
"Short"	48692
"Short"	43386
"Short"	40606
"Short"	44770
"Short"	32878
"Short"	41098
"Short"	52998
"Short"	54830
"Short"	44815
"Short"	39854
"Short"	44338
"Short"	57768
"Short"	62200
"Short"	53189
"Short"	45409
"Short"	47239
"Short"	41095
"Short"	43897
"Short"	48674
"Short"	48129
"Short"	51989
"Short"	48999
"Short"	38886
"Short"	48105
"Short"	42823
"Short"	47979
"Short"	46340
"Short"	47234
"Short"	48779
"Short"	33740
"Short"	48713
"Short"	38450
"Short"	44842
"Short"	66417
"Short"	44557
"Short"	43484
"Short"	58463
"Short"	36454
"Short"	46475
"Short"	43613
"Short"	53311
"Short"	55465
"Short"	46786
"Short"	39547
"Short"	50735
"Short"	47439
"Short"	55531
"Short"	68894
"Short"	49314
"Short"	34503
"Short"	46274
"Short"	44775
"Short"	65279
"Short"	42006
"Short"	35801
"Short"	47680
"Short"	52937
"Short"	35965
"Short"	46861
"Short"	58291
"Short"	53333
"Short"	59679
"Short"	57848
"Short"	48869
"Short"	56726
"Short"	37167
"Short"	63670
"Short"	43862
"Short"	51578
"Short"	59728
"Short"	39165
"Short"	51596
"Short"	47192
"Short"	57528
"Short"	57649
"Short"	55527
"Short"	51670
"Short"	63538
"Short"	40718
"Short"	56302
"Short"	54666
"Short"	39629
"Short"	52689
"Short"	48202
"Short"	46635
"Short"	42559
"Short"	48678
"Short"	57973
"Short"	25233
"Short"	35535
"Short"	49000
"Short"	49062
"Short"	59083
"Short"	46541
"Short"	46442
"Short"	39179
"Short"	49107
"Short"	48772
"Short"	44712
"Short"	50818
"Short"	33134
"Short"	56008
"Short"	48729
"Short"	36184
"Short"	65435
"Short"	59411
"Short"	62095
"Short"	51965
"Short"	45760
"Short"	31389
"Short"	48594
"Short"	50808
"Short"	59701
"Short"	54598
"Short"	47645
"Short"	51946
"Short"	44788
"Short"	40541
"Short"	43760
"Short"	42250
"Short"	59295
"Short"	42635
"Short"	49914
"Short"	55928
"Short"	60792
"Short"	48528
"Short"	49475
"Short"	61942
"Short"	46759
"Short"	53277
"Short"	51682
"Short"	48495
"Short"	63882
"Short"	67886
"Short"	49696
"Short"	53601
"Short"	59044
"Short"	54374
"Short"	53224
"Short"	55097
"Short"	51162
"Short"	49640
"Short"	54120
"Short"	55832
"Short"	50856
"Short"	40956
"Short"	36676
"Short"	50068
"Short"	53748
"Short"	36673
"Short"	39228
"Short"	49826
"Short"	40998
"Short"	42458
"Short"	44922
"Short"	62860
"Short"	60444
"Short"	42567
"Short"	33336
"Short"	60430
"Short"	63575
"Short"	43512
"Short"	51179
"Short"	50113
"Short"	39720
"Short"	50769
"Short"	40405
"Short"	67109
"Short"	48083
"Short"	39846
"Short"	49036
"Short"	47076
"Short"	58480
"Short"	38292
"Short"	45257
"Short"	47335
"Short"	39546
"Short"	49340
"Short"	60578
"Short"	31712
"Short"	55003
"Short"	45634
"Short"	58867
"Short"	40499
"Short"	46701
"Short"	41822
"Short"	33994
"Short"	44520
"Short"	45399
"Short"	49187
"Short"	53033
"Short"	46676
"Short"	43998
"Short"	60575
"Short"	49868
"Short"	59312
"Short"	58775
"Short"	44751
"Short"	40370
"Short"	53450
"Short"	48616
"Short"	47072
"Short"	40477
"Short"	38137
"Short"	50853
"Short"	39703
"Short"	45617
"Short"	56986
"Short"	39390
"Short"	49624
"Short"	46366
"Short"	44523
"Short"	46288
"Short"	46564
"Short"	55275
"Short"	48265
"Short"	51301
"Short"	43987
"Short"	37422
"Short"	59656
"Short"	51082
"Short"	46876
"Short"	35657
"Short"	57651
"Short"	35222
"Short"	33947
"Short"	51828
"Short"	53400
"Short"	54507
"Short"	62183
"Short"	50020
"Short"	50753
"Short"	52217
"Short"	46013
"Short"	38710
"Short"	63075
"Short"	43706
"Short"	64549
